121	373	5	40	394.53	2000	0.9	80	0.1	0.55	0.8	0.44	704	277749.12	1	187.175.5.8	dsl-187-175-5-8-dyn.prod-infinitum.com.mx	46	2014-10-12	46	2014-10-16
130	378	2	0	72.74	800	0.9	80	0.1	1	0.65	0.65	338	24586.12	1	189.133.88.29	dsl-189-133-88-29-dyn.prod-infinitum.com.mx	41	2014-10-20	41	2014-10-20
123	379	2	14	74.57	2750	0.9	80	0.1	0.8425	0.9	0.76	1876.67	139943.19	1	187.175.4.67	dsl-187-175-4-67-dyn.prod-infinitum.com.mx	46	2014-10-14	46	2014-10-14
124	381	2	20	104.03	2500	0.9	80	0.1	0.775	0.95	0.74	1748.59	181906.21	1	187.175.4.67	dsl-187-175-4-67-dyn.prod-infinitum.com.mx	46	2014-10-14	46	2014-10-14
125	383	2	4	71.25	4050	0.9	80	0.1	0.955	1	0.96	3867.75	275577.19	1	189.236.224.209	dsl-189-236-224-209-dyn.prod-infinitum.com.mx	46	2014-10-14	46	2014-10-14
126	384	1	0	281.73	3540	0.9	80	0.1	1	0.9	0.9	2867.4	807832.6	1	189.133.131.253	dsl-189-133-131-253-dyn.prod-infinitum.com.mx	41	2014-10-16	41	2014-10-16
128	385	2	10	125.93	2500	0.9	80	0.1	0.8875	0.9	0.8	1797.19	226319.82	1	187.175.5.8	dsl-187-175-5-8-dyn.prod-infinitum.com.mx	46	2014-10-16	46	2014-10-16
127	386	2	32	295.29	3000	0.9	80	0.1	0.64	0.8	0.51	1228.8	362852.35	1	187.175.5.8	dsl-187-175-5-8-dyn.prod-infinitum.com.mx	46	2014-10-16	0	1970-01-01
129	388	2	0	144	1000	0.9	80	0.1	1	1	1	1000	144000	1	187.175.5.8	dsl-187-175-5-8-dyn.prod-infinitum.com.mx	46	2014-10-18	46	2014-10-18
142	392	1	2	183.97	2000	0.9	80	0.1	0.9775	0.85	0.83	1412.49	259855.33	1	189.133.80.235	dsl-189-133-80-235-dyn.prod-infinitum.com.mx	41	2014-11-05	41	2014-11-05
132	395	2	2	252.06	4090	0.9	80	0.1	0.9775	1	0.98	3997.98	1007729.58	1	187.175.69.209	dsl-187-175-69-209-dyn.prod-infinitum.com.mx	46	2014-10-22	46	2014-10-22
133	403	2	24	78.28	2800	0.9	80	0.1	0.73	0.85	0.62	1476.79	115603.12	1	187.175.7.239	dsl-187-175-7-239-dyn.prod-infinitum.com.mx	46	2014-10-26	46	2014-10-26
134	404	4	15	87.55	3500	0.9	80	0.1	0.8313	1	0.83	2909.38	254715.78	1	187.175.67.30	dsl-187-175-67-30-dyn.prod-infinitum.com.mx	46	2014-10-26	46	2014-11-09
137	405	2	34	111.46	831	0.9	80	0.1	0.6175	0.85	0.52	370.75	41323.29	1	187.175.33.11	dsl-187-175-33-11-dyn.prod-infinitum.com.mx	46	2014-10-26	46	2014-10-31
136	407	2	1	174.5	1020	0.9	80	0.1	0.9888	1	0.99	1008.53	175987.61	1	187.175.2.78	dsl-187-175-2-78-dyn.prod-infinitum.com.mx	46	2014-10-26	46	2014-10-26
138	412	1	15	720	1500	0.9	80	0.1	0.8313	1	0.83	1246.88	897750	1	189.236.196.23	dsl-189-236-196-23-dyn.prod-infinitum.com.mx	41	2014-10-29	41	2014-10-30
140	414	2	13	102	1000	0.9	80	0.1	0.8538	0.95	0.81	770.51	78591.96	1	187.175.62.45	dsl-187-175-62-45-dyn.prod-infinitum.com.mx	46	2014-11-02	46	2014-11-02
141	418	2	40	130.66	4200	0.9	80	0.1	0.55	0.85	0.47	1668.98	218068.27	1	189.236.228.91	dsl-189-236-228-91-dyn.prod-infinitum.com.mx	46	2014-11-04	46	2014-11-04
143	419	2	0	300	5500	0.9	80	0.1	1	0.85	0.85	3973.75	1192125	1	189.133.80.235	dsl-189-133-80-235-dyn.prod-infinitum.com.mx	41	2014-11-05	0	1970-01-01
144	423	2	27	29.19	1400	0.9	80	0.1	0.6963	0.9	0.63	789.55	23046.89	1	189.236.228.91	dsl-189-236-228-91-dyn.prod-infinitum.com.mx	46	2014-11-05	46	2014-11-05
145	428	2	29	96.04	1500	0.9	80	0.1	0.6738	0.9	0.61	818.61	78618.94	1	187.175.68.25	dsl-187-175-68-25-dyn.prod-infinitum.com.mx	46	2014-11-11	46	2014-11-11
146	436	2	0	142.2	3000	0.9	80	0.1	1	1	1	3000	426600	1	189.236.202.152	dsl-189-236-202-152-dyn.prod-infinitum.com.mx	46	2014-11-17	46	2014-12-01
147	441	2	15	266.78	3500	0.9	80	0.1	0.8313	0.95	0.79	2625.71	700487.16	1	189.236.225.217	dsl-189-236-225-217-dyn.prod-infinitum.com.mx	46	2014-11-23	46	2014-12-11
148	442	2	7	155.62	2650	0.9	80	0.1	0.9213	0.95	0.88	2203.28	342875.14	1	189.236.200.11	dsl-189-236-200-11-dyn.prod-infinitum.com.mx	46	2014-11-23	46	2014-12-04
149	443	2	69	94.8	5800	0.9	80	0.1	0.2238	0.85	0.19	937.62	88886.79	1	187.175.33.53	dsl-187-175-33-53-dyn.prod-infinitum.com.mx	46	2014-11-23	46	2014-11-23
161	444	5	1	97.77	2030	0.9	80	0.1	0.9888	1	0.99	2007.16	196240.28	1	189.243.88.91	dsl-189-243-88-91-dyn.prod-infinitum.com.mx	46	2014-12-01	46	2014-12-01
151	445	2	5	112.94	940	0.9	80	0.1	0.9438	0.9	0.85	718.57	81155.44	1	187.175.32.250	dsl-187-175-32-250-dyn.prod-infinitum.com.mx	46	2014-11-26	46	2014-11-26
152	447	2	62	44.64	2990	0.9	80	0.1	0.3025	0.75	0.23	508.77	22711.37	1	187.175.70.55	dsl-187-175-70-55-dyn.prod-infinitum.com.mx	46	2014-11-26	46	2014-11-26
