223	227	foto0-227.jpg	foto1-227.jpg	foto2-227.jpg								plano0-227.jpg					Vista fachada	Interior	Calle de acceso								Copia del plano					1	1	189.236.225.44	dsl-189-236-225-44-dyn.prod-infinitum.com.mx	0	1970-01-01 00:00:00	46	2014-09-04 22:38:51
224	228	foto0-228.jpg	foto1-228.jpg	foto2-228.jpg	foto3-228.jpg	foto4-228.jpg	foto5-228.jpg					plano0-228.jpg					Vista frontal	garage	sala	Patio de servicio	Calle de acceso	Calle de acceso					Copia del plano					1	1	189.236.225.44	dsl-189-236-225-44-dyn.prod-infinitum.com.mx	0	1970-01-01 00:00:00	46	2014-09-04 21:23:52
225	229											plano0-229.jpg															Copia del plano					1	1	187.175.33.35	dsl-187-175-33-35-dyn.prod-infinitum.com.mx	0	1970-01-01 00:00:00	46	2014-08-29 21:33:45
226	230											plano0-230.jpg															Copia del plano					1	1	187.175.33.35	dsl-187-175-33-35-dyn.prod-infinitum.com.mx	0	1970-01-01 00:00:00	46	2014-08-29 21:34:43
227	231											plano0-231.jpg															Copia del plano					1	1	187.175.33.35	dsl-187-175-33-35-dyn.prod-infinitum.com.mx	0	1970-01-01 00:00:00	46	2014-08-29 22:32:53
228	232																															1	1			0	1970-01-01 00:00:00	0	1970-01-01 00:00:00
229	233	foto0-233.jpg	foto1-233.jpg	foto2-233.jpg								plano0-233.jpg					Fachada	Vista lateral	Carretera Estatal Paraíso-Barra de Tupilco								Copia del plano					1	1	187.175.62.54	dsl-187-175-62-54-dyn.prod-infinitum.com.mx	0	1970-01-01 00:00:00	46	2014-08-31 11:53:23
230	234	foto0-234.jpg	foto1-234.jpg	foto2-234.jpg								plano0-234.jpg					Fachada	Vista lateral	Carretera Estatal Paraíso-Barra de Tupilco.								Copia del plano					1	1	187.175.62.54	dsl-187-175-62-54-dyn.prod-infinitum.com.mx	0	1970-01-01 00:00:00	46	2014-08-31 12:07:52
231	235	foto0-235.jpg										plano0-235.jpg																				1	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01 00:00:00	9	2014-08-31 12:11:00
232	236	foto0-236.jpeg	foto1-236.jpg									plano0-236.jpeg																				1	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01 00:00:00	9	2014-08-31 12:38:30
233	237	foto0-237.jpg		foto2-237.jpg		foto4-237.jpg						plano0-237.jpeg																				1	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01 00:00:00	9	2014-08-31 13:15:33
234	238	foto0-238.jpg		foto2-238.jpg								plano0-238.jpg					Fachada		Foto del interior del inmueble													1	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01 00:00:00	9	2014-08-31 14:28:46
235	239																															1	1			0	1970-01-01 00:00:00	0	1970-01-01 00:00:00
236	240	foto0-240.jpg										plano0-240.jpg																				1	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01 00:00:00	9	2014-09-04 21:47:56
237	241	foto0-241.jpg										plano0-241.jpg																				1	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01 00:00:00	9	2014-09-26 08:42:16
238	242	foto0-242.jpg										plano0-242.jpg																				1	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01 00:00:00	9	2014-09-04 21:34:00
239	243	foto0-243.jpg		foto2-243.jpg								plano0-243.jpg							Camino de su ubicación													1	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01 00:00:00	9	2014-09-01 13:50:19
240	244	foto0-244.jpg										plano0-244.jpg																				1	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01 00:00:00	9	2014-09-02 08:58:08
241	245											plano0-245.jpg															Copia del plano.					1	1	189.243.88.85	dsl-189-243-88-85-dyn.prod-infinitum.com.mx	0	1970-01-01 00:00:00	46	2014-09-01 17:21:42
242	246	foto0-246.jpg										plano0-246.jpg					REPORTE FOTOGRÁFICO										COPIA PLANO					1	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01 00:00:00	9	2014-09-10 14:18:05
243	247	foto0-247.jpg										plano0-247.jpeg																				1	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01 00:00:00	9	2014-09-02 10:28:45
