223	224	0	0	0		145800	2	1	1	1	0	0	1	0			0	0	0	0	145800	1	187.175.33.35	dsl-187-175-33-35-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-29
224	225	0	615.82	600		162000	7	1	6	1	0	0	1	0			0	0	0	0	162000	1	189.133.88.15	dsl-189-133-88-15-dyn.prod-infinitum.com.mx	0	1970-01-01	41	2014-08-29
225	226	0	1094.07	1094		173563.1	3	2	3	1	10	60	1	0			221.57	1064828.68	0	0	1238391.78	1	187.175.26.248	dsl-187-175-26-248-dyn.prod-infinitum.com.mx	0	1970-01-01	41	2014-09-01
226	227	0	4845.3	4845		199205.11	2	2	3	1	10	50	1	0			66.64	150903.36	0	0	350108.47	1	187.175.33.35	dsl-187-175-33-35-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-29
227	228	0	813.13	800		104816	2	2	6	1	10	50	1	0			42.75	114708.74	0	0	219524.74	1	187.175.33.35	dsl-187-175-33-35-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-29
228	229	0	0	0		23827.61	2	1	1	1	0	0	1	0			0	0	0	0	23827.61	1	187.175.33.35	dsl-187-175-33-35-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-29
229	230	0	0	0		23454.9	2	1	1	1	0	0	1	0			0	0	0	0	23454.9	1	187.175.33.35	dsl-187-175-33-35-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-29
230	231	0	0	0		23454.9	2	2	1	1	2	58	1	0			39.75	39341.32	0	0	62796.22	1	187.175.33.35	dsl-187-175-33-35-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-29
231	232	0	0	0		0	1	1	1	1	0	0	0	0			0	0	0	0	0	1			0	1970-01-01	0	1970-01-01
232	233	0	19.94	20		300000	2	2	1	1	24	36	1	0			45	19972.8	0	0	319972.8	1	187.175.33.35	dsl-187-175-33-35-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-08-30
233	234	0	22.99	20		124000	2	2	1	1	24	36	1	0			45	25278.08	0	0	149278.08	1	187.175.68.161	dsl-187-175-68-161-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-02
234	235	0	59.77	60		144714.6	2	1	1	1	0	0	1	0			0	0	0	0	144714.6	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-08-31
235	236	0	179.33	200		60000	2	1	1	1	0	0	1	0			0	0	0	0	60000	1	177.233.66.134	host-177-233-66-134.static.metrored.net.mx	0	1970-01-01	9	2014-08-31
